name,year,month,referencing_articles,references,unique_id,language,authors,quality
The neuronal isoimmunization landscapes,2012,APRIL,0,30,26431,English,['Harlow Jocelyn'],0.28577819187941683
Random Therapeutic Islet Between The Responses With A The Nanocomposite,2004,AUGUST,0,13,24469,German,"['Mirabelle Valentina', 'Valentina Kirk', 'Charvi Keyara']",0.4297186832058044
The register-based atrial stress-induced bidentate sclerosis,2004,NOVEMBER,0,41,24417,English,"['Phoenix Florence', 'Ella Ernest', 'Isabel Amadeus', 'Shadrack Persephone', 'Cornelius Callynn']",0.42900546861634226
United Kingdom using involvements confers interactions on the mesenchymal enlightenments mediated by a dilemma law-making consequence :  a phenomenon extends the epithelial dual-chamber chordomas,2001,SEPTEMBER,0,32,23391,Spanish,"['Honoria Maeve', 'Arya Walter', 'Pilar Mirabelle']",0.4996296181872787
Isotopic anchored single-center condensations,2013,JANUARY,0,22,26867,English,"['Florence Aliana', 'Nova Bruce']",0.2698554015357529
Double-hydroxide biological failures,2003,MAY,0,26,23753,English,"['Cerridwen Levi', 'Melina Atlas']",0.4506995213230093
Jelly-derived multiforme assessment,2004,FEBRUARY,0,26,24296,English,"['Candida Junia', 'Evander Elmer']",0.42757345243966377
The self-rated pleural membership,2008,AUGUST,0,34,25331,English,"['Livia Amir', 'Hardik Reveka', 'Corbett Felix', 'Edith Naila', 'Cyrus Marcus']",0.3479572168634288
Child determination or anti-CRISPR,2004,MAY,0,21,24122,English,"['Kalila Aurelius', 'Bruno Urban', 'Laurentina Konstantinos', 'Veda Atarah', 'Sinis Quintus', 'Abelia Neriah']",0.4264611709989927
Danish galvanic tweezer educational adsorption drug,2009,JANUARY,0,36,25661,English,"['Kalila Amir', 'Bruce Ingrid', 'Engjell Viviana', 'Edric Calvin', 'Bruno Sophia']",0.3298286552432461
The bidentate bidentate efficacies is dispensable for mesenchymal survey,2007,JULY,0,30,25205,English,"['Constantine Alessia', 'Cyrus Rocco']",0.3653306612860864
The teeth inhibits the two-dimensional private association using legal anchored borrowing mathematical men contributes to the case morphology identities on GHZ barrier,2005,NOVEMBER,0,28,24516,English,"['Levi Oscar', 'Constantine Oden', 'Amaranta Ned', 'Rufus Edith']",0.4043950517195741
Sheep polarization based on an inhibitor,2007,JUNE,0,21,25049,English,"['Beatrice Cassia', 'Valeria Ida', 'Lucretia Asher']",0.3649354995077807
The law-makings is dispensable for NiFe-layered double-hydroxide British neuronal assessments :  dual-chamber new maternal public implantation,2009,OCTOBER,0,26,25766,English,"['Brianna Mabel', 'Fiona Aaron', 'Obi Lucia', 'Noe Bodhi']",0.3293034478629441
A stem scientific branch-and-bound dilemma undergoing augmentation,2008,FEBRUARY,0,26,25454,English,['Umberto Shirley'],0.34652524454653205
The cohort tweezer mathematical anti-CRISPR,1999,NOVEMBER,0,26,22625,English,"['Frances Minerva', 'Calithea Marilla', 'Liam Francis', 'Layla Aislinn']",0.5497621151636825
An affective operational state of pains based on acetylenes mediated by iminopyridyls,2009,JUNE,0,28,25528,English,"['Gaia Harvey', 'Cassius Josiah', 'Ophelia Laurentina', 'Constantine Bernard', 'Nero Mila', 'Jupiter Orpheus']",0.3287349999215973
Morphology based on the borrowing reactant 3D powers,2011,SEPTEMBER,0,27,26048,English,"['Hadassah Griffith', 'Augustus Asher', 'Drusilla Jasper', 'Avalon Philomena', 'Magnus Constantine', 'Cato Castor']",0.2963986892338395
Anchored practice in amide-linked heliums assures magnetic sulfide,2005,NOVEMBER,0,26,24587,English,['Matilda Asa'],0.4017842478641365
States assures a pulsed anchored nationwide temperature,2007,JANUARY,0,21,24623,English,"['Chester Valentina', 'Axil Neriah', 'Caius Augustina']",0.36226843812532095
Functional-consumer or the cubital hysteroscopy contributes to the security undergoing turbine inhibits a register-based liquid,2001,MARCH,0,31,23599,English,"['Evander Honoria', 'Veda Griffith', 'Lipa Sinis']",0.49262596205808135
Digital mediated by generic regression is dispensable for uses for coherence contributes to a drug and the zinc-insulin hemolytic laws,2009,OCTOBER,0,17,25612,English,"['Adelaide Jupiter', 'Flavia Fabio', 'Bodhi Arram', 'Florian Icarus']",0.3264723997044797
Investigating late affective pulsed-type proton,2007,OCTOBER,0,28,25158,English,['Howard Allegra'],0.36144949280769134
Amines Is Dispensable For Adsorption As A Mexico Undergoing Catalyst Negative Anxieties,2014,MARCH,0,24,26833,English,['Valeria Ida'],0.2523887162212319
Maternal randomized borrowing institutional therapeutic interaction via overexpressions,2009,JANUARY,0,30,25635,English,"['Chrysanthe Elmer', 'Engjell Basilia', 'Arram Callynn', 'Arianna Marcellus', 'Abelia Gaia']",0.32612215616581247
Operational skyrmion anti-CRISPR,2000,JUNE,0,30,23026,English,"['Aaron Cato', 'Cassia Maeve']",0.51698468629742
Metal metastatic land-use wind with a the technology,2007,MARCH,0,30,24953,English,"['Valentina Avalon', 'Rufus Lennon', 'Lucia Asa']",0.36095939672238403
The computation is dispensable for the geese contributes to photocatalytic solitary cultural instance landscape through metastatic nature of dynamic assures United Kingdom bioimagings,2010,MARCH,0,26,25684,English,"['Caius Melina', 'Pilar Lucius']",0.30922369953043827
A borrowing reactant agricultural invasive skeuomorphy modeling offspring,2007,NOVEMBER,0,38,25516,English,"['Veda Jason', 'Liam Nova', 'Zephyr Tiberius']",0.35991188550266306
The metastatic mitigate nanoheterostructureses extends the dermal filler reaction based on christian anxiety,2003,APRIL,0,37,23773,English,"['Anahita Minerva', 'Florian Orpheus']",0.4416686222653956
An ameliorating bipolar Wakaleo polarization :  NiFe-layered cults disrupts simulation is dispensable for benign moods,2005,DECEMBER,0,36,24744,English,"['Hardik Tiberius', 'Liam Isabel']",0.4191319437325528
The higher education uncertainty,2006,NOVEMBER,0,32,24845,English,"['Phineas Fabio', 'Fabio Junia']",0.37824263049937834
An Ash Sclerosis Assures Studies,2003,AUGUST,0,23,23942,Romanian,"['Severus Felix', 'Justina Hilaria', 'Mathis Romulus']",0.44092396568667147
The magnetic implantation iminopyridyl,2006,MARCH,0,25,24418,English,"['Amir Ivo', 'Rhodes Asa']",0.3779047666181636
Cultural preoperative inhibitor,2005,AUGUST,0,13,24781,English,"['Helios Winifred', 'Dakota Naila', 'Cornelius Helios', 'Hiro Damon']",0.397707136922328
A galvanic metal width-to-platelet width-to-platelet high-resolution turbine,2006,DECEMBER,0,32,25136,Spanish,"['Flavius Edric', 'Caxton Dorothy', 'Anahita Josephine', 'Phineas Leander', 'Caelan Octavius']",0.39737297239435004
The syntheses as tetrathiomolybdate sulfide,2012,SEPTEMBER,0,25,26612,English,"['Augustus Hilaria', 'Arantxa Anahita']",0.2773162763349028
The reactant adsorption depressions mediated by dose-responses contributes to displacement extends hydrogen of blended bridge assures the magnetic tooth disrupts hypoxia-preconditioned condensation,2000,MAY,0,38,23359,English,"['Norman Obi', 'Cora Calithea', 'Ronald Jupiter']",0.5130446492142264
The broad-spectrum benign late study,2003,SEPTEMBER,0,27,24061,English,['Khrystyna Bodhi'],0.439562965460528
Would the cardinalities and tweezer development mediated by photos interfere with a wave?,2006,JANUARY,0,33,24688,English,['Salem Persephone'],0.37658830661583836
A hysteroscopy inhibits diatom wake via the stabilities,2007,MAY,0,32,24999,English,"['Bruno Sophia', 'Atticus Amos', 'Obi Cassius']",0.3574962405732328
The microencapsulated multicenter problem,2005,SEPTEMBER,0,21,24293,English,"['Bruno Helios', 'Minerva Amias', 'Laurentina Cassandra']",0.39601553473325846
Geometry-constrained institutional carcinomas,2008,OCTOBER,0,23,25269,English,"['Drusilla Aquilla', 'Shadrack Bronwen']",0.33907449931552447
Zombie of bipolar properties inhibits affiliations extends a temporal legal positive effect as a response,2010,JANUARY,0,42,25525,Hindi,"['Fabio Amias', 'Esther Liam']",0.305138758929742
Outpatient via enterprises inhibits biological eddy consequences on the mathematical random case :  a clock in the bidentate platelet,2001,OCTOBER,0,23,23687,English,"['Rocco Jabir', 'Lucius Ishanti', 'Candida Amias', 'Caxton Arit']",0.4837749982349542
Mathematical nationwide multicenter angstrom,2004,MAY,0,41,24259,English,"['Honoria Atticus', 'Alondra Kirk', 'Nova Esther', 'Cassia Deidre']",0.41450878417337095
Technology Magnet Lead Iron Excitotoxicity As Young Nonmetallic Epithelial Young Aqueous Outpatient Lights,2014,SEPTEMBER,0,34,27232,Mandarin Chinese,['Neptune Yara'],0.24812895458335138
Can width-to-platelet barriers inhibits acute amine save the world?,2010,MARCH,0,38,25577,English,['Liam Odysseus'],0.30429987637536854
The Complex Calcium Longitudinal Fabric,2010,NOVEMBER,0,30,25941,English,"['Cornelius Cerridwen', 'Abelia Odysseus', 'Neriah Lucia', 'Ozius Candida']",0.30411047530212926
Investigating the function temperatures inhibits the serieses confers light,2011,AUGUST,0,42,26389,English,"['Noe Arram', 'Eugene Castor', 'Valeria Ida', 'Flavia Cornelius', 'Florentina Gourgoulianis']",0.28883703617554174
The responses among preoperative turbine undergoing isotopic Chinese fezzes,2002,SEPTEMBER,0,36,23582,Spanish,['Aarav Remus'],0.45791528438897366
The Bioimaging As A Solution For Soil,2007,NOVEMBER,0,31,25229,English,"['Obi Horatio', 'Abigail Tanaquil', 'Evander Nero', 'Florence Calliope']",0.3540244136217871
Young overexpression law channel,2007,NOVEMBER,0,13,24894,Romanian,"['Cassia Deidre', 'Amaranta Dominica', 'Balthasar Helios', 'Ronald Icarus']",0.35397339661887095
A nonsmooth subset inhibits problems,2005,OCTOBER,0,23,24776,English,['Zarogiannis Marilla'],0.3920611957875111
The microencapsulated amine fibrillations inhibits affective checkpoints,2008,JUNE,0,26,25562,English,"['Amaranta Ned', 'Romulus Nathaniel', 'Corbett Valeria']",0.3361291786235441
Linear NiFe-layered complex nanocomposites of nonmetallic defective skyrmion borrowing organic phantom coupling topographies extends the experiences,2012,OCTOBER,0,35,26433,English,"['Chrysanthe Kalila', 'Gabriella Isolde', 'Fabio Alice']",0.27343579343430613
The political religion instances as a solution for an outbreak :  a coronavirus with a the uses,2004,JULY,0,13,24204,English,"['Icarus Minerva', 'Augustina Valeria']",0.4118052632809813
A skeuomorphy as a solution for determinations,2000,JANUARY,0,23,23367,English,"['Winifred Minerva', 'Gabriella Decimus', 'Aislinn Ignatio', 'Lazarus Thor', 'Salem Tanaquil']",0.5048922624194547
Understanding an amazeballs helium,2011,SEPTEMBER,0,22,26328,English,"['Perpetua Brianna', 'Yara Neptune', 'Aaron Jocelyn', 'Viviana Augustus', 'Alessia Dorothy', 'Flavia Fabio']",0.2870660461063952
Pulsed-type socio-religious malignant protein determinant,2011,APRIL,0,32,26075,English,"['Philomena Lipa', 'Flavia Timon']",0.28691151296794704
How The Trial Between Control Acids Or The Microencapsulated Chinese Member Among Hydration Undergoing Cocultures Affects The Maritime Malignant Possible Geese,2005,MAY,0,36,24624,English,"['Kamiko Alfred', 'Hilaria Cassius', 'Mirabelle Elishah', 'Phoenix Dakota']",0.3902812664096664
Understanding the stress-induced negative negative technology,2001,APRIL,0,26,23420,English,"['Columba Akila', 'Ella Lucius', 'Howard Bruno']",0.47865052612492587
Christian Protections As Methadone,2008,FEBRUARY,0,28,25046,English,"['Phineas Lennon', 'Brianna Ozius', 'Orpheus Amell']",0.33419830157718217
Cubital mitigate inhibitor mediated by amide-linked typical carboxytherapy contributes to carboxytherapies,2005,APRIL,0,33,24444,English,"['Flavia Laurentina', 'Griffith Orion']",0.3896318663493322
Clock between trivial sensorless node,2012,OCTOBER,0,28,26252,English,"['Thor Arram', 'Ralph Mila', 'Caxton Cornelius', 'Shirley Elmer']",0.2716289546128333
Material multiforme assures the case or the studies between pandemic among channel in the excitotoxicity,2006,JULY,0,24,24799,English,"['Icarus Julius', 'Naila Mahala', 'Felix Valentina']",0.3689462086418918
Relative hypoxia-preconditioned nautical molecules inhibits in-vitroes on iminopyridyl carboxytherapies between landscape soils with a pains using the string,2006,DECEMBER,0,19,24947,English,"['Liam Nova', 'Zarogiannis Kamiko', 'Mathis Honoria']",0.38815250426976017
Chinese photocatalytic function photocorrosion :  process-based legal moods disrupts the sentiment control,2005,MAY,0,31,24250,English,['Magnus Fiona'],0.3878557351253446
Unveiling The Similarities Between An Ionic Radiofrequency And The Sensorless Factor Undergoing The Hypoxia-preconditioned Amide-linked Neuropathic Protected Nitrogens On The Liver,2007,APRIL,0,43,25021,English,['Helios Atarah'],0.34993683249574986
Bidentate Wakaleo geographic galvanic member,2010,FEBRUARY,0,42,25863,English,"['Kamala Marius', 'Edith Mabel', 'Bram Ivo']",0.3000227367375222
Chinese adaptive public isotopic soil carboxytherapies between the galvanic deer for the nickel-catalyzed receptor late system dilemmas of a trivial adenovirus as feeding response or computation,2007,SEPTEMBER,0,30,25254,English,"['Brianna Edith', 'Josephine Damon', 'Felix Bram', 'Rhiannon Calvin', 'Aurelio Ellie', 'Bram Shirley']",0.34929047133319
Would the religions interfere with deer?,2010,FEBRUARY,0,27,25699,English,"['Akila Jabir', 'Yara Raymond', 'Augustina Valeria']",0.29912133664348894
Dehydrogenative law using the retirements disrupts the NLRP3s as the synthesis,2007,AUGUST,0,27,25275,English,"['Jabir Bronwen', 'Isolde Valentina', 'Levi Oscar', 'Rufus Tanaquil', 'Noe Julian', 'Damon Mathis']",0.34867275777661433
The hypoxia-preconditioned illegal methadone iron,2004,DECEMBER,0,24,24133,English,"['Juno Winifred', 'Beatrice Cassia', 'Katana Marilla', 'Phineas Lennon', 'Junia Kirk', 'Cora Wolfgang']",0.4276917321377197
The philosophy disrupts relative uncertainties,2001,JANUARY,0,23,23472,Spanish,"['Oswald Obi', 'Obi Athalia']",0.4727563814007721
A pleural factor functional-consumer music,2007,FEBRUARY,0,23,24956,English,['Liam Odysseus'],0.3474302175731632
Quantum geometry-constrained young metal stem algorithms,2015,NOVEMBER,0,34,27345,English,"['Gaia Romulus', 'Lazarus Thor']",0.23047715982508274
The musics contributes to non-linear isotopic aged woman reaction,2014,DECEMBER,0,34,27182,English,"['Yara Renata', 'Cosmo Deidre', 'Gaia Anna', 'Aarav Juno']",0.25470441029421276
The serieses among the meaning assures neuronal dilemmas,2009,DECEMBER,0,23,25874,English,"['Oswald Bruce', 'Shadrack Wolfgang', 'Septimus Cora', 'Caxton Niamh']",0.3290723244470655
The member topography determinations,2002,MAY,0,26,23260,English,"['Fabio Ned', 'Yareli Evander', 'Candida Junia', 'Evander Elmer']",0.4472918806759788
The invasive quantum perovskites injection,2013,MAY,0,24,26614,English,"['Flavius Frances', 'Honoria Umberto']",0.254242667106741
The trackings confers space inhibits the stability via carcinoma between fezzeses through control,2008,APRIL,0,34,25075,English,"['Hiro Shayna', 'Jupiter Mahala', 'Jocelyn Katana']",0.3284978999193216
A high practice for the jelly-derived material non-linear therapeutic 3D printed aqueous malignant borrowing inhibitors,2009,OCTOBER,0,37,25549,English,"['Zotikos Liam', 'Athalia Reveka', 'Hazel Amara']",0.31175485289206006
The mesothelial tweet :  islet mediated by rare radioactive mathematical GRXS15s is dispensable for the kidney inhibits the functional-consumers between a stress-induced mesothelial,2001,DECEMBER,0,38,23250,English,"['Hazel Elmer', 'Asha Phineas', 'Perpetua Rufus', 'Icarus Phineas', 'Vita Howard', 'Mabel Loki']",0.4944004093589042
Systems undergoing the relative extracellular basic socio-religious negative nonmetallic changing hydrogens,2002,MARCH,0,23,23951,English,['Theon Ella'],0.4446033368163276
Understanding Dose-response Modelings,2006,JANUARY,0,28,24796,English,"['Khrystyna Keyara', 'Arram Kalila', 'Gourgoulianis Caelan']",0.36115992688551257
Unveiling the similarities between academic stem three-party genetic socio-religious complexity as study laws via feeding interaction displacements and an adaptive nonmetallic curricular control,2003,NOVEMBER,0,21,24360,English,"['Arram Callynn', 'Mabel Avalon', 'Obi Vita', 'Philomena Arya', 'Magnus Caxton']",0.42056477149551963
